OBJECTID,Route,Signing,Qualifier,Ramp,DOT ID,County Order,Factor Group,Station Start,Station End,HPMS Sample ID,Bridge ID,Railroad Crossing,NHS,Roadway Name,Roadway Number,Speed,Oneway,Region County Station,Station ID,Route ID,From Measure,To Measure,COUNT_STATS_ID,County FIPS,Station Number,Continuous Count Site ID,Functional Class,Federal Direction,Full Count,Oneway Flag,Calculation Year,AE_Flag,AADT,DHV,DDHV,Single Unit AADT,Combination Unit AADT,Most Recent Count Year,Most Recent AADT,K-Factor,D-Factor,2nd Most Recent Count Year,2nd Most Recent AADT,3rd Most Recent Count Year,3rd Most Recent AADT,4th Most Recent Count Year,4th Most Recent AADT,Class Count Year,Class F3 - F13 %,Truck or Heavy Vehicle %,Single Unit Truck or Bus %,Combination Truck %,Motorcycle %,Passenger Vehicle %,Light Duty Truck %,Bus %,Single Unit Truck %,Axle Factor,Single Unit Peak %,CU_Peak,Class Group Year,Speed Count Year,Speed Limit,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55 mph,Vehicles Exceeding 65 mph,Average K-Factor,Average D-Factor,NYS Direction Code,Truck AADT,Symbolized Truck Percentage AADT,Truck AADT Type (Actual vs. Estimated),Truck Percent Source Field Name,Region Name,Region Number,County Number,Morning Highest Value,Afternoon Highest Value,Evening Highest Value
44552946, , ,0,00907A1N507E,274688,1,30,MERGE FROM 907M WB&907A SB O,907M WB (ON), ,1076550, ,Y,907A Exit 29, ,0,Y,,056428,274688011,0.43,0.91,45258425,081,6428,,12,Combined Total,Y,Y,2019,F,11140,1200,1200,260,40,2016,10847,11,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,300,3,Estimated,,,,,507,448,771
44552947,37C,3,1, ,100338,2,30,StLaw/Franklin Co Line,RT 37 HOGANSBURG END RT 37C, ,1024040, , , , ,55, ,,720005,100338021,0,1.73,45332030,033,0005,,8,Combined Total,Y,,2019,F,1264,111,66,79,36,2018,1267,9,60,2014,1035,2008,1113,2005,865,2018,31,9,6,3,1,69,22,0,6,1,1,0,2019,2018,55,55,56,62,59,5,13.07251072,59.18663025,0,115,9,Actual,,,,,80,124,112
44552950,6,2,1, ,100446,1,40,END EXIT 18 ON-RAMP FROM US,START EXIT 19 OFF-RAMP TO SE, , , ,Y,Palisades Int P, ,55, ,,830072,100857021,1.08,1.2,45225651,071,0072,,2,Combined Total,Y,,2019,F,20883,1849,1065,144,2,2014,17758,9,58,2011,18658,2008,16577,2005,18874,2014,8,1,1,0,1,91,8,0,1,1,0,0,2019,2014,55,58,59,67,72,20,11.33219433,58.65974808,0,146,1,Actual,,,,,1601,1218,1906
44552951,6,2,1, ,100446,1,40,END EXIT 18 ON-RAMP FROM US,START EXIT 19 OFF-RAMP TO SE, , , ,Y,Palisades Int P, ,55, ,,830072,100859021,7.78,7.9,45225651,071,0072,,2,Combined Total,Y,,2019,F,20883,1849,1065,144,2,2014,17758,9,58,2011,18658,2008,16577,2005,18874,2014,8,1,1,0,1,91,8,0,1,1,0,0,2019,2014,55,58,59,67,72,20,11.33219433,58.65974808,0,146,1,Actual,,,,,1601,1218,1906
44552952,6,2,1, ,100446,1,40,END EXIT 18 ON-RAMP FROM US,START EXIT 19 OFF-RAMP TO SE, , , ,Y,Palisades Int P, ,55, ,,830072,100446011,42.96,43.08,45225651,071,0072,,2,Combined Total,Y,,2019,F,20883,1849,1065,144,2,2014,17758,9,58,2011,18658,2008,16577,2005,18874,2014,8,1,1,0,1,91,8,0,1,1,0,0,2019,2014,55,58,59,67,72,20,11.33219433,58.65974808,0,146,1,Actual,,,,,1601,1218,1906
44552954, , ,1, ,196073,1,30,WASHINGTON AVE,ROCKLAND TERR, , , , ,LINCOLN ST, ,0, ,,855401,196073011,0,0.11,45276663,087,5401,,19,Combined Total,Y,,2019,F,219,20,10,8,2,2016,221,9,50,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,10,5,Estimated,,,,,15,18,22
44552959, ,5,1, ,156936,1,30,CLEVELAND RD,WEHRLE DRIVE, , , , ,CAYUGA RD,CR245,0, ,,534135,156936011,0.85,1.42,45300420,029,4135,,16,Combined Total,Y,,2019,A,18123,1806,987,495,30,2019,18123,10,55,2017,18850,2013,17169,2009,16982,2017,14,3,3,0,0,86,11,0,2,1,0,0,2019,2017,35,40,41,46,0,0,13.07251072,59.18663025,0,525,3,Actual,,,,,977,939,1210
44552960,97,3,1, ,100783,2,40,RT 17B CALLICOON,CR 94 HANKINS, , , , , , ,55, ,,960279,100783021,40.02,44.88,45253191,105,0279,,7,Combined Total,Y,,2019,F,1240,112,72,98,15,2015,1247,9,64,2009,1437,2006,1452,2003,1676,2015,36,9,8,1,0,64,27,2,6,1,1,0,2019,2015,55,55,57,64,61,12,11.33219433,58.65974808,0,113,9,Actual,,,,,78,101,131
44552961, , ,1, ,156787,1,30,MONROE ST,NY60 WASHIINGTON ST, , , , ,WEST FOURTH ST, ,30,Y,,521367,156787011,0.04,0.3,45269967,013,1367,,17,Combined Total,Y,Y,2019,A,3562,367,367,83,2,2019,3562,10,100,2016,3590,2013,3624,2010,3346,2019,19,2,2,0,0,81,16,0,2,1,0,0,2019,2019,30,25,27,32,0,0,13.07251072,59.18663025,0,85,2,Actual,,,,,204,280,387
44552962, , ,1, ,255153,1,30,NORTH SEA RD,CR39, , , , ,NORTH MAIN ST, ,30, ,,071667,255153011,0,0.72,45315409,103,1667,,16,Combined Total,Y,,2019,F,6327,576,347,213,27,2018,6308,9,60,2015,5117,2014,5729,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,240,4,Estimated,,,,,522,514,625
44552966,19,3,1, ,100135,1,40,OLD RT 408 TRANSIT BR CR 16,RT 305 BELFAST, ,1015010, , , , ,55, ,,610164,100135011,25.08,28.22,45302877,003,0164,,6,Combined Total,Y,,2019,F,3555,289,176,210,302,2017,3583,8,61,2014,2917,2011,2624,2008,3420,2014,35,14,6,8,0,65,21,1,4,1,1,1,2019,2014,55,56,57,61,66,3,11.33219433,58.65974808,0,512,14,Actual,,,,,234,235,278
44552968, , ,1, ,152576,1,30,NY 353,VAN ETTEN RD, , ,265634E, ,SCOTT RD, ,0, ,,517065,152576011,0,0.53,45298784,009,7065,,9,Combined Total,Y,,2019,F,23,4,3,1,0,2017,24,19,60,2014,36,2009,33,2002,102,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1,6,Estimated,,,,,3,3,5
44552973,9W,2,1, ,100513,2,30,UNION AVE,RT 94,2000483,1007249, ,Y, , ,55, ,,830659,100513021,14.83,15.81,45208575,071,0659,,14,Combined Total,Y,,2019,F,8941,714,401,361,270,2011,9206,8,56,2007,14173,2004,10193,2000,9658,2011,19,7,4,3,0,81,12,1,3,1,0,0,2019,2011,45,45,47,54,9,0,13.07251072,59.18663025,0,631,7,Actual,,,,,536,522,682
44552974, ,5,1, ,122697,1,30,MCDONALD DR,LOG CITY RD, , , , ,MCKAY RD,CR40,45, ,,258035,122697011,0.79,1,45292444,057,8035,,17,Combined Total,Y,,2019,F,2710,267,155,69,10,2017,2757,10,58,2012,2576,2009,3203,2008,2706,2012,20,3,3,0,1,79,17,0,2,1,0,0,2019,2012,45,43,44,51,5,0,13.07251072,59.18663025,0,79,3,Actual,,,,,126,190,215
44552981, , ,1, ,170148,1,30,S MAIN ST,DEAD END, , , , ,OGORMAN ST, ,0, ,,625107,170148011,0.07,0.14,45223958,015,5107,,19,Combined Total,Y,,2019,F,57,6,3,2,0,2014,64,10,57,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,2,5,Estimated,,,,,2,5,7
44552984, , ,0,00908E10305D,271544,1,30,908 E S/B (OFF),MRG RMPS FRM 908E N&S, , , ,Y,908E Exit M6, ,0,Y,,033200,271544011,0,0.33,45283993,059,3200,,12,Combined Total,Y,Y,2019,F,18331,1428,1428,390,86,2017,17612,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,476,3,Estimated,,,,,933,1179,1479
44552985,9W,2,1, ,100513,1,30,CR 118A MOTT FARM RD,Rock/Orange Co Line, ,1079840, ,Y, , ,55, ,,850001,100150011,17,22.61,45276197,087,0001,,14,Combined Total,Y,,2019,F,4215,370,215,429,119,2016,4261,9,58,2013,3481,2009,4755,2006,6326,2016,33,13,10,3,1,66,20,2,8,1,1,0,2019,2016,55,50,51,57,22,1,13.07251072,59.18663025,0,548,13,Actual,,,,,285,247,395
44552986,9W,2,1, ,100513,1,30,CR 118A MOTT FARM RD,Rock/Orange Co Line, ,1079840, ,Y, , ,55, ,,850001,100513011,20.87,26.48,45276197,087,0001,,14,Combined Total,Y,,2019,F,4215,370,215,429,119,2016,4261,9,58,2013,3481,2009,4755,2006,6326,2016,33,13,10,3,1,66,20,2,8,1,1,0,2019,2016,55,50,51,57,22,1,13.07251072,59.18663025,0,548,13,Actual,,,,,285,247,395
44552987, , ,1, ,245060,1,30,OLD SOUTH PATH,CR 67, , , , ,HALF HOLLOW RD, ,30, ,,074086,245060011,1.3,2.63,45289311,103,4086,,16,Combined Total,Y,,2019,F,5552,664,540,111,5,2017,5519,12,81,2016,8151,,,,,2017,16,2,2,0,0,84,14,1,1,1,0,0,2019,2017,30,31,34,42,,,13.07251072,59.18663025,0,116,2,Actual,,,,,216,278,344
44552990,9W,2,1, ,100513,4,40,RT 144,GREENE/ALBANY COUNTY LINE,2011083,1007540, ,Y, , ,55, ,,130035,100513041,21.64,24.34,45261532,039,0035,,4,Combined Total,Y,,2019,F,6758,564,307,409,279,2016,6641,8,54,2010,5173,2004,6880,2001,6400,2016,31,10,6,4,1,68,21,1,5,1,1,0,2019,2016,55,59,59,65,81,13,11.33219433,58.65974808,0,688,10,Actual,,,,,268,333,409
44552991, , ,1, ,256253,1,30,ROCKAWAY AVE,ATLANTIC AVE, , , ,Y,EASTRN PKY EXT, ,25, ,,021211,256253011,0.69,0.96,45281742,047,1211,,14,Combined Total,Y,,2019,F,29416,1988,1127,668,3,2017,29694,7,57,2014,32804,2011,30260,2007,28543,2017,7,2,2,0,0,93,4,2,1,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,671,2,Actual,,,,,1122,1106,1546
44552993, , ,0,US009W18602D,276477,1,30,DELAWARE AVE,US9W SB (ON), , , ,Y,US 9W Kingston, ,0,Y,,863007,276477011,0,0.23,45305892,111,3007,,14,Combined Total,Y,Y,2019,F,2017,178,178,88,5,2017,2032,9,100,2013,1850,2010,1378,,,2017,18,5,4,0,0,82,13,2,2,1,0,0,2019,2017,30,29,29,34,0,0,13.07251072,59.18663025,0,93,5,Actual,,,,,157,140,195
44553009,97,3,1, ,100783,2,40,ACC PENN STATE TOLL BR ROEBL,END RT 97 OLAP, ,1035380, , , , ,55, ,,960010,100783021,16.24,25.95,45280555,105,0010,,7,Combined Total,Y,,2019,F,762,75,43,53,7,2016,765,10,57,2013,799,2010,778,2007,766,2016,31,8,7,1,2,67,23,1,6,1,1,0,2019,2016,55,56,57,64,63,12,11.33219433,58.65974808,0,60,8,Actual,,,,,63,69,89
44553012, ,5,1, ,168743,1,30,PINE HILLS DR,CR 69 PENNSYLVANIA AVE, , , , ,BIRD CREEK RD,CR27,0, ,,622000,168743011,1.85,2.08,45242313,015,2000,,17,Combined Total,Y,,2019,A,798,71,49,43,1,2019,798,9,69,2015,1004,2009,997,,,2015,30,5,5,0,0,70,25,1,5,1,0,0,2019,2015,40,32,33,38,0,0,13.07251072,59.18663025,0,44,5,Actual,,,,,50,50,70
44553013, , ,1, ,199836,1,30,GREENKILL AVE,CEDAR ST, , , , ,IWO JIMA LA, ,30, ,,861227,199836011,0,0.07,45248742,111,1227,,17,Combined Total,Y,,2019,A,2636,216,132,135,0,2019,2636,8,61,2015,2570,2009,2672,,,2015,21,5,5,0,0,78,16,1,4,1,0,0,2019,2015,30,17,20,24,0,0,13.07251072,59.18663025,0,135,5,Actual,,,,,181,184,202
44553015, , ,1, ,104400,1,30,MANNING BLVD N,COMMERCE AVE, , , , ,MANNING BLVD EX, ,30, ,,111275,104400011,0,0.15,45290056,001,1275,,16,Combined Total,Y,,2019,F,2398,194,134,86,17,2017,2407,8,69,2013,2225,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,103,4,Estimated,,,,,126,159,186
44553016,906A, ,1, ,100529,2,30,HORSE BLOCK RD,BELLPORT AVE, , , ,Y,I495 SO SRVC RD, ,50,Y,,070985,100529021,25.28,26.14,45314546,103,0985,,14,Combined Total,Y,Y,2019,F,1769,175,175,91,39,2018,1763,10,100,2015,1674,2014,1533,,,2018,20,7,5,2,0,79,13,1,4,1,0,0,2019,2018,50,53,54,62,46,7,13.07251072,59.18663025,0,130,7,Actual,,,,,89,106,191
44553017, , ,1, ,170095,1,30,PENNSYLVANIA AVE,LAKE ST, ,2215550, , ,LAKE ST BRIDGE, ,0, ,,626119,170095011,0,0.12,45205849,015,6119,,17,Combined Total,Y,,2019,F,1094,108,64,27,1,2010,1283,10,59,2005,1393,2002,1654,,,2010,22,3,2,0,0,78,19,0,2,1,0,0,2019,2010,30,26,29,34,0,0,13.07251072,59.18663025,0,28,3,Actual,,,,,118,121,134
44553021, , ,1, ,171824,1,40,N HORNELL VL,VALUE PLAZA ENTRANCE,1007501, , , ,SENECA RD N, ,40, ,,641010,171824011,0,0.71,45303666,101,1010,,16,Combined Total,Y,,2019,F,5101,448,230,139,15,2017,5204,9,51,2013,3689,2010,5455,2007,5803,2017,24,3,3,0,0,75,21,0,3,1,0,0,2019,2017,40,42,42,47,0,0,11.33219433,58.65974808,0,154,3,Actual,,,,,279,353,391
44553029, ,5,1, ,154145,1,30,Dennison Rd,Hanover Rd, ,3324780, , ,CR 86 STEBBINS,CR90,55, ,,526181,154145011,2.43,3.02,45299213,013,6181,,7,Combined Total,Y,,2019,F,2030,184,95,105,17,2017,2030,9,52,2014,2138,2011,2164,2009,2145,2017,30,6,5,1,1,70,24,1,4,1,0,0,2019,2017,55,43,46,54,11,0,13.07251072,59.18663025,0,122,6,Actual,,,,,122,156,194
44553034, , ,1, ,187971,1,30,SPRUCE HILL,NORTHGATE, , , , ,SUMMITVIEW, ,0, ,,835153,187971011,0,0.33,45246339,071,5153,,19,Combined Total,Y,,2019,F,57,6,3,2,1,2015,58,10,50,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,3,5,Estimated,,,,,4,6,6
44553037, , ,1, ,140144,1,30,BRAGG ST,ONTARIO CL, ,3316210, , ,MARTIN RD, ,0, ,,426037,140144011,0,0.1,45323849,051,6037,,18,Combined Total,Y,,2019,F,1325,113,60,66,4,2018,1348,9,53,2008,1304,2003,1545,2000,1878,2018,25,5,5,0,1,75,19,3,2,1,0,0,2019,2018,30,30,32,37,0,0,13.07251072,59.18663025,0,70,5,Actual,,,,,124,85,128
44553038,324,3,1, ,100294,2,30,PARKER BLVD,START 62/324 OLAP N F BLVD, , , ,Y, , ,40, ,,530436,100294021,12.32,13.07,45270692,029,0436,,14,Combined Total,Y,,2019,A,24833,2092,1165,325,42,2019,24833,8,56,2016,27136,2014,29005,2010,25570,2019,10,1,1,0,0,90,8,0,1,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,367,1,Actual,,,,,1432,1961,2161
44553044,908M, ,1, ,100557,2,60,RT 27A,TIMBERPOINT RD,3021640, , ,Y,Heckscher State, ,55, ,,070910,100557021,15.68,16.89,45314474,103,0910,,12,Combined Total,Y,,2019,F,6639,613,311,108,0,2018,6506,9,51,2016,3470,2003,3133,,,2018,15,2,2,0,0,85,13,0,2,1,0,0,2019,2018,55,58,60,68,74,22,11.16328335,58.1583519,0,108,2,Actual,,,,,334,282,439
44553046, , ,1, ,237957,1,30,SOUTHERN STATE PKWY RAMPS,CONKLIN ST, ,1059750, , ,NEW HWY, ,50, ,,074106,237957011,0,2.2,45259840,103,4106,,16,Combined Total,Y,,2019,F,9189,938,818,230,33,2016,9108,10,87,2013,8277,2010,8015,2001,8679,2016,13,3,3,0,0,87,10,1,2,1,0,0,2019,2016,50,38,42,49,3,0,13.07251072,59.18663025,0,263,3,Actual,,,,,348,398,434
44553047, ,5,1, ,173429,1,40,PA S/L,LILLIE HILL RD, ,3335440, , ,PENNSYLVANIA AV,CR41,50, ,,976598,173429011,0,2.34,45281014,107,6598,,7,Combined Total,Y,,2019,F,2633,242,143,122,38,2016,2644,9,59,2014,2480,2013,2822,2010,2587,2016,32,6,5,1,0,68,26,1,4,1,0,0,2019,2016,50,49,51,57,23,1,11.33219433,58.65974808,0,160,6,Actual,,,,,148,155,234
44553049, , ,1, ,136321,1,40,CR 47,CR 17, ,3209190, , ,HARVESTER MILL, ,0, ,,346067,136321011,0,3.26,45238983,075,6067,,9,Combined Total,Y,,2019,F,23,4,2,1,0,2015,23,16,50,2009,30,,,,,,,,,,,,,,,,,,2019,,,,,,,,11.33219433,58.65974808,0,1,6,Estimated,,,,,0,6,6
44553050,961F, ,1, ,100768,1,40,RT 70 JUNCTION,TOWN OF BURNS - STEUBEN COUN, ,1029440, , ,West Ave, ,55, ,,610901,100768011,0,3.28,45272036,003,0901,,7,Combined Total,Y,,2019,F,1176,111,72,82,20,2016,1188,9,65,2013,981,2010,1389,2007,1744,2016,34,9,7,2,2,64,25,0,7,1,1,0,2019,2016,55,54,56,61,53,3,11.33219433,58.65974808,0,102,9,Actual,,,,,86,108,134
44553051, , ,1, ,153711,1,30,NY394 MAIN ST,CR 65, ,3323090, , ,WEEDEN RD, ,30, ,,516210,153711011,0,0.77,45269636,009,6210,,9,Combined Total,Y,,2019,F,745,64,39,18,0,2016,778,9,60,2011,826,2006,761,,,2016,28,2,2,0,1,72,25,0,2,1,0,0,2019,2016,30,36,36,43,0,0,13.07251072,59.18663025,0,18,2,Actual,,,,,54,45,65
44553055,15,3,1, ,100087,2,40,RT 15A SPRINGWATER/MILL ST,CR 38 - LIBERTY POLE RD, ,1011470, , , , ,55, ,,420006,100087021,4.2,5.73,45239385,051,0006,,7,Combined Total,Y,,2019,A,1057,99,54,52,7,2019,1057,9,55,2015,1170,2009,1285,2006,1160,2019,27,6,5,1,0,73,21,1,4,1,1,0,2019,2019,45,46,47,54,8,0,11.33219433,58.65974808,0,59,6,Actual,,,,,89,68,106
44553056,414,3,1, ,100379,3,40,CR 2,Schuy/Seneca Co Line, ,1048080, , , , ,55, ,,630264,100379031,17.53,20.94,45223992,097,0264,,7,Combined Total,Y,,2019,A,3177,273,138,142,137,2019,3177,9,51,2014,2667,2011,2854,2008,2719,2019,31,9,4,4,1,68,22,1,4,1,0,0,2019,2019,30,50,52,59,33,1,11.33219433,58.65974808,0,279,9,Actual,,,,,217,287,326
44553058, , ,1, ,235386,1,30,NO TERRACE PL,NO TERRACE PL, , , , ,MARTENS AVE, ,0, ,,035720,235386011,0.12,0.17,45229502,059,5720,,19,Combined Total,Y,,2019,F,1163,133,79,43,4,2015,1206,11,60,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,47,4,Estimated,,,,,88,64,134
44553060, , ,1, ,135473,1,30,BROOKLEA PL,ACADEMY PL, , , , ,STACY PL, ,0, ,,335354,135473011,0,0.07,45266115,067,5354,,19,Combined Total,Y,,2019,F,47,5,4,2,0,2016,49,12,67,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,2,5,Estimated,,,,,6,5,5
44553061,223,3,1, ,100175,1,40,EAST FRANKLIN ST,CR  1, ,1090780, , , , ,45, ,,620134,100175011,0.99,3.24,45303040,015,0134,,17,Combined Total,Y,,2019,F,5543,495,321,314,25,2017,5730,9,65,2012,4424,2009,5229,2006,4439,2009,,6,6,0,,,,,,,1,0,2019,,,,,,,,11.33219433,58.65974808,0,339,6,Actual,,,,,409,306,476
44553064, , ,1, ,130719,1,30,NY 31,RINALDO BLVD E, , , , ,HUYCK DR, ,0, ,,335026,130719011,0,0.03,45237642,067,5026,,19,Combined Total,Y,,2019,F,1391,133,74,61,14,2015,1467,10,55,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,75,5,Estimated,,,,,75,83,152
44553068, , ,1, ,250215,1,30,RAYNOR AVE,DEAD END, , , , ,PULASKI ST, ,40, ,,074464,250215011,0.63,1.7,45316249,103,4464,,17,Combined Total,Y,,2019,F,4374,419,229,96,40,2018,4403,10,55,2013,4600,2010,4058,2005,5413,2010,27,3,2,1,0,73,24,0,2,1,0,0,2019,2010,30,38,40,46,1,0,13.07251072,59.18663025,0,136,3,Actual,,,,,271,437,440
44553070, , ,1, ,292347,1,30,ROCKAWAY BLVD,109TH AVE, , , , ,125 ST, ,0,Y,,055414,292347011,0,0.62,45230855,081,5414,,19,Combined Total,Y,Y,2019,F,775,64,64,33,3,2015,753,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,36,5,Estimated,,,,,40,46,66
44553071,110,3,1, ,100033,1,30,JACOBSON ST / SEMOW RD,RT 25A HUNTINGTON, , , ,Y, , ,30, ,,070207,100033011,13.58,14.49,45259112,103,0207,,14,Combined Total,Y,,2019,F,17212,1310,677,685,141,2016,17030,8,52,2007,16739,2004,17201,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,826,5,Estimated,,,,,662,849,869
44553079, , ,0,00908A1N103A,274897,1,30,908A NB OFF,MERGE WITH 908A SB OFF RAMP, , , ,Y,908A Exit 5 HRP, ,0,Y,,013194,274897011,0,0.28,45309204,005,3194,,12,Combined Total,Y,Y,2019,A,1520,122,122,35,5,2019,1520,8,100,2018,1305,2016,1409,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,40,3,Estimated,,,,,68,137,153
44553083, , ,1, ,257575,1,30,TOMPKINS NORTH,BAY ST, , , , ,HOPE AVE, ,0, ,,066031,257575011,0.11,0.41,45207100,085,6031,,19,Combined Total,Y,,2019,F,364,36,31,16,1,2011,344,10,86,2001,729,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,17,5,Estimated,,,,,28,24,35
44553086, , ,1, ,132621,1,30,NY 92,NY173, , , , ,ENDERS RD, ,35, ,,332045,132621011,0.2,1.34,45265814,067,2045,,17,Combined Total,Y,,2019,A,3588,473,252,183,12,2019,3588,13,53,2016,2403,2013,3316,2010,1978,2019,22,5,5,0,0,78,16,2,3,1,1,0,2019,2019,35,29,34,39,0,0,13.07251072,59.18663025,0,195,5,Actual,,,,,192,213,257
44553087, , ,0,NY104014302G,273383,1,30,NY104 WB (OFF),940K SB (ON), , , ,Y,NY104 at 940K M, ,0,Y,,433253,273383011,0,0.21,45324497,055,3253,,14,Combined Total,Y,Y,2019,F,1692,238,238,57,27,2018,1693,14,100,2014,1619,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,84,5,Estimated,,,,,259,102,121
44553091, , ,1, ,235233,1,30,HORTON AVE,TRAFALGAR SQUA, , , , ,CRIPPS LANE, ,0, ,,035595,235233011,0,0.1,45229223,059,5595,,19,Combined Total,Y,,2019,F,493,47,27,18,2,2015,511,9,57,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,20,4,Estimated,,,,,43,27,47
44553093, , ,1, ,205503,1,30,VILLAGE LINE,MAMARONECK AVE, ,5514670, , ,OLD WHITE PLAIN, ,30, ,,876063,205503011,0.06,0.43,45251289,119,6063,,16,Combined Total,Y,,2019,F,5622,536,306,153,31,2015,5654,10,57,2009,6061,,,,,2009,,3,3,1,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,184,3,Actual,,,,,387,366,508
44553099, , ,1, ,220029,1,40,ANDERSON RD,WILLOWEMOC RD, ,3357230, , ,CONKLIN HILL RD, ,0, ,,966204,220029011,0,1.35,45227219,105,6204,,9,Combined Total,Y,,2019,A,0,,,0,0,2019,0,,,2014,5,2005,9,,,,,,,,,,,,,,,,2019,,,,,,,,11.33219433,58.65974808,0,0,8,Estimated,,,,,0,0,0
44553105, , ,1, ,152777,1,30,DEAD END,CR 23/FREEDOM RD, ,3321680, , ,WITT RD, ,0, ,,516111,152777011,0,0.48,45298657,009,6111,,9,Combined Total,Y,,2019,F,47,8,4,2,0,2017,48,17,56,2011,93,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,2,6,Estimated,,,,,3,4,8
44553116, , ,1, ,254503,1,30,N STRONG AVE,ALBANY AVE, , , , ,THIRTY FIRST ST, ,0,Y,,072631,254503011,0.16,0.31,45231905,103,2631,,19,Combined Total,Y,Y,2019,F,309,49,49,11,1,2015,321,16,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,12,4,Estimated,,,,,48,13,37
44553121,20,2,1, ,100147,10,40,ONEIDA CO LINE - 1ST TM,RT 12 SANGERFIELD, , , ,Y, , ,55, ,,260327,100147101,0,3.38,45320782,065,0327,,4,Combined Total,Y,,2019,F,4299,389,211,298,201,2018,4286,9,54,2011,2937,2008,3513,2005,2880,2011,33,12,7,5,2,64,22,1,6,1,0,0,2019,2011,55,46,48,54,12,0,11.33219433,58.65974808,0,499,12,Actual,,,,,210,241,325
44553124, ,5,1, ,139052,1,30,CR 34,NY 237, ,3315940, , ,RANDALL RD,CR8,0, ,,416651,139052011,0,0.43,45323630,037,6651,,9,Combined Total,Y,,2019,F,188,22,12,3,0,2018,193,12,54,2011,388,2008,289,,,2018,29,2,2,0,0,71,28,1,1,1,0,0,2019,2018,30,26,28,34,0,0,13.07251072,59.18663025,0,3,2,Actual,,,,,16,14,24
44553134, , ,1, ,156530,1,30,HALL AVE,STEELE ST, , , , ,HARDING AVE, ,30, ,,521352,156530011,0.59,0.67,45269956,013,1352,,17,Combined Total,Y,,2019,A,3588,338,226,89,0,2019,3588,9,67,2016,4279,2013,5769,2010,4696,2019,18,2,2,0,0,82,15,0,2,1,0,0,2019,2019,30,25,28,33,0,0,13.07251072,59.18663025,0,89,2,Actual,,,,,247,288,364
44553138, , ,0,0I490014308D,273295,1,30,Mt Read NB&SB(OFF),I-490WB(ON), , , ,Y,I490 Exit 10 Mo, ,0,Y,,433176,273295011,0.04,0.49,45296443,055,3176,,11,Combined Total,Y,Y,2019,F,5878,485,485,465,286,2017,5723,8,100,2013,5417,,,,,2017,31,13,8,5,0,69,18,2,6,1,1,0,2019,2017,55,39,42,48,1,0,13.07251072,59.18663025,0,751,13,Actual,,,,,507,369,486
44553139,947A, ,1, ,100704,2,30,CR 126/GREENLEAF RD OVER,LATTA RD OVER,6934005, , ,Y,Lake Ontario St, ,55, ,,430908,100704021,21.8,22.21,45324203,055,0908,,12,Combined Total,Y,,2019,F,10945,1121,661,130,6,2018,10934,10,59,2015,9045,2009,9313,2005,13709,2018,17,1,1,0,0,83,16,0,1,1,0,0,2019,2018,55,55,56,62,56,6,13.07251072,59.18663025,0,136,1,Actual,,,,,658,669,1103
44553144, , ,0,0I081013314A,272426,1,30,I-90 EX 36 TOLL BOOTH,I-90 EB (ON), , , ,Y,EXIT 25A I81 AT, ,0,Y,,333805,272426011,0.57,1.43,45322495,067,3805,,11,Combined Total,Y,Y,2019,F,2451,218,218,81,150,2018,2419,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,231,9,Estimated,,,,,138,149,215
