OBJECTID,Route,Signing,Qualifier,Ramp,DOT ID,County Order,Factor Group,Station Start,Station End,HPMS Sample ID,Bridge ID,Railroad Crossing,NHS,Roadway Name,Roadway Number,Speed,Oneway,Region County Station,Station ID,Route ID,From Measure,To Measure,COUNT_STATS_ID,County FIPS,Station Number,Continuous Count Site ID,Functional Class,Federal Direction,Full Count,Oneway Flag,Calculation Year,AE_Flag,AADT,DHV,DDHV,Single Unit AADT,Combination Unit AADT,Most Recent Count Year,Most Recent AADT,K-Factor,D-Factor,2nd Most Recent Count Year,2nd Most Recent AADT,3rd Most Recent Count Year,3rd Most Recent AADT,4th Most Recent Count Year,4th Most Recent AADT,Class Count Year,Class F3 - F13 %,Truck or Heavy Vehicle %,Single Unit Truck or Bus %,Combination Truck %,Motorcycle %,Passenger Vehicle %,Light Duty Truck %,Bus %,Single Unit Truck %,Axle Factor,Single Unit Peak %,CU_Peak,Class Group Year,Speed Count Year,Speed Limit,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55 mph,Vehicles Exceeding 65 mph,Average K-Factor,Average D-Factor,NYS Direction Code,Truck AADT,Symbolized Truck Percentage AADT,Truck AADT Type (Actual vs. Estimated),Truck Percent Source Field Name,Region Name,Region Number,County Number,Morning Highest Value,Afternoon Highest Value,Evening Highest Value
44661294,79,3,1, ,100481,5,30,RTS 13/34/96 NB Meadow St,RTS 13/34/96 SB North Fulton, , ,362084W,Y,SENECA ST, ,30, ,,360046,100481051,13.07,13.18,45205534,109,0046,,14,Combined Total,Y,,2019,F,10595,897,594,364,125,2010,10610,8,66,2007,9766,2004,10869,2001,9372,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,489,5,Estimated,,,,,531,564,722
44661295,79,3,1,,100481,5,30,RTS 13/34/96 SB North Fulton,RTS 13/34/96 NB Meadow St,,,362084W,Y,W Green St,,30,,,360046,10481052,13.05,13.14,45205534,109,0046,,14,Combined Total,Y,,2019,F,10595,897,594,364,125,2010,10610,8,66,2007,9766,2004,10869,2001,9372,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,489,5,Estimated,,,,,531,564,722
44661296,,3,1,,277619,1,30,RTS 13/34/96 SB North Fulton,RTS 13/34/96 NB Meadow St,,,362084W,Y,W Green St ,,30,,,360046,277619011,0,0.09,45205534,109,0046,,14,Combined Total,Y,,2019,F,10595,897,594,364,125,2010,10610,8,66,2007,9766,2004,10869,2001,9372,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,489,5,Estimated,,,,,531,564,722
44661711, ,5,1, ,137785,1,30,FOREST HOME DR,CAYUGA HTS V/L, , , , ,PLEASANT GROVE,CR122,30, ,,368306,137785011,0,0.58,45267292,109,8306,,16,Combined Total,Y,,2019,A,6410,632,334,506,8,2019,6410,10,53,2016,5532,2013,5938,2010,6243,2019,17,8,8,0,0,82,9,4,4,1,1,0,2019,2019,30,30,31,35,0,0,13.07251072,59.18663025,0,514,8,Actual,,,,,491,425,553
44662465, , ,1, ,138668,1,30,CAYUGA HEIGHTS V/L,WYCKOFF RD, , , , ,WESTBOURNE LN, ,0, ,,365008,138668011,0,0.02,45239282,109,5008,,19,Combined Total,Y,,2019,F,129,14,7,6,1,2015,136,11,50,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,7,5,Estimated,,,,,8,15,9
44663978, , ,1, ,138921,1,30,HUDSON ST,COLUMBIA ST, , , , ,GILES ST, ,30,Y,,364019,138921011,0,0.2,45239250,109,4019,,17,Combined Total,Y,Y,2019,F,374,41,41,3,0,2015,378,11,100,2010,369,,,,,2015,10,1,1,0,0,90,9,0,1,1,0,0,2019,2015,30,14,12,20,0,0,13.07251072,59.18663025,0,3,1,Actual,,,,,27,37,42
44664869, , ,1, ,300483,1,30,S FULTON ST,W SENECA ST, ,4210390,362083P, ,W STATE ST, ,0, ,,364032,300483011,0.59,0.73,45267047,109,4032,,16,Combined Total,Y,,2019,F,11780,1042,865,449,10,2016,11874,9,83,2014,13521,2010,10818,,,2016,15,4,4,0,1,84,11,1,3,1,0,0,2019,2016,30,16,17,25,0,0,13.07251072,59.18663025,0,459,4,Actual,,,,,1118,782,1109
44664870, , ,1, ,138981,1,30,BUFFALO ST,COURT ST, , , , ,N PLAIN ST, ,0, ,,364029,138981011,0.73,0.81,45239252,109,4029,,16,Combined Total,Y,,2019,A,2366,274,185,45,0,2019,2366,12,68,2015,1448,2010,1914,,,2015,14,2,2,0,1,85,12,0,1,1,0,0,2019,2015,30,17,20,25,0,0,13.07251072,59.18663025,0,45,2,Actual,,,,,161,200,298
44664974, , ,1, ,138890,1,30,N AURORA ST,LINN ST, , , , ,E COURT ST, ,30, ,,364014,138890011,0.76,0.82,45267026,109,4014,,16,Combined Total,Y,,2019,F,3669,372,229,129,22,2016,3698,10,62,2010,3134,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,151,4,Estimated,,,,,158,233,269
44665336, , ,1, ,138896,1,30,EDDY ST,COLLEGE AVE, , , , ,DRYDEN RD, ,30, ,,368619,138896011,0,0.13,45294670,109,8619,,16,Combined Total,Y,,2019,F,3404,260,132,119,21,2017,3422,8,51,2010,5376,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,140,4,Estimated,,,,,173,228,242
44665398, , ,1, ,138921,1,30,COLUMBIA ST,WATER ST, ,2210470, , ,GILES ST, ,30, ,,366019,138921011,0.2,0.65,45323392,109,6019,,17,Combined Total,Y,,2019,F,3513,375,198,37,0,2018,3523,11,53,2014,1966,2011,1996,2008,2465,2018,11,1,1,0,0,89,10,0,1,1,0,0,2019,2018,30,29,30,34,0,0,13.07251072,59.18663025,0,37,1,Actual,,,,,306,243,383
44666887, , ,1, ,139020,1,30,LAKE ST,EAST AVE, , , , ,UNIVERSITY AVE, ,0, ,,364043,139020011,0.48,1.07,45267073,059,0928,,16,Combined Total,Y,,2019,A,4980,413,222,202,4,2019,4980,8,54,2016,4124,2010,3776,,,2019,12,4,4,0,1,86,8,2,2,1,0,0,2019,2019,30,21,23,28,0,0,13.07251072,59.18663025,0,206,4,Estimated,,,,,271,396,449
44674471, , ,1, ,138981,1,30,N TITUS AVE,GREEN ST, , , , ,S PLAIN ST, ,0, ,,368614,138981011,0.25,0.54,45294669,109,8614,,16,Combined Total,Y,,2019,F,1365,148,96,48,8,2017,1372,11,65,2009,1574,2005,1849,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,56,4,Estimated,,,,,93,132,154
44674490, , ,1, ,138870,1,30,CASCADILLA ST S,FARM ST, ,2210520, , ,N CAYUGA ST, ,30, ,,366023,138870011,0.85,0.88,45294591,109,6023,,16,Combined Total,Y,,2019,F,7167,715,501,331,4,2017,7205,10,70,2011,5211,2008,6161,2001,7637,2017,16,5,5,0,0,83,12,2,2,1,0,0,2019,2017,30,19,22,28,0,0,13.07251072,59.18663025,0,335,5,Actual,,,,,307,409,425
44675731, , ,1, ,138902,1,30,CHESTNUT ST,FLORAL AVE, , , , ,ELM ST, ,0, ,,364017,138902011,0.37,0.67,45205568,109,4017,,19,Combined Total,Y,,2019,F,2453,197,110,108,25,2010,2774,8,56,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,133,5,Estimated,,,,,234,174,239
44678436, ,5,1, ,137775,1,30,ITHACA CITY LN,CR 120/PINE TREE RD, , , , ,MITCHELL ST EXT,CR110,35, ,,368002,137775011,0,0.53,45323447,047,2071,,17,Combined Total,Y,,2019,F,4236,416,216,143,19,2018,4248,10,52,2013,3916,2010,4010,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,162,4,Estimated,,,,,246,284,343
44680550, , ,1, ,138262,1,30,PENNSYLVANIA AVE,END, , , , ,KENDALL AVE, ,0, ,,368707,138262011,0,0.47,45207817,109,8707,,19,Combined Total,Y,,2019,F,419,34,18,18,4,2011,467,8,53,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,22,5,Estimated,,,,,24,40,35
44681013, ,5,1, ,137835,1,30,ELLIS HOLW RD,NY 366, , , , ,PINE TREE RD,CR174,35, ,,361005,137835011,0.99,1.6,45323319,109,1005,,16,Combined Total,Y,,2019,F,9156,865,529,251,14,2018,9180,9,61,2015,9509,2009,9739,2006,9981,2015,15,3,3,0,0,84,12,1,2,1,0,0,2019,2015,35,35,36,40,0,0,13.07251072,59.18663025,0,265,3,Actual,,,,,533,601,598
44681503,96,3,1, ,100760,2,30,NY 79/W GREEN ST EB,W STATE ST, , , ,Y, , ,30, ,,360016,100760021,12.49,12.56,45207743,109,0016,,14,Combined Total,Y,,2019,F,33198,2571,1459,1141,391,2011,33240,8,57,2008,34819,2004,31110,2001,32172,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1532,5,Estimated,,,,,2048,2657,2728
44681504,34,3,1, ,100309,4,30,NY 79/W GREEN ST EB,W STATE ST, , , ,Y, , ,30, ,,360016,100309041,12.49,12.56,45207743,109,0016,,14,Combined Total,Y,,2019,F,33198,2571,1459,1141,391,2011,33240,8,57,2008,34819,2004,31110,2001,32172,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1532,5,Estimated,,,,,2048,2657,2728
44681505,13,3,1, ,100061,3,30,NY 79/W GREEN ST EB,W STATE ST, , , ,Y, , ,30, ,,360016,100061031,14.46,14.53,45207743,109,0016,,14,Combined Total,Y,,2019,F,33198,2571,1459,1141,391,2011,33240,8,57,2008,34819,2004,31110,2001,32172,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1532,5,Estimated,,,,,2048,2657,2728
44681506,13,3,1, ,100061,3,30,NY 79/W GREEN ST EB,W STATE ST, , , ,Y, , ,30, ,,360016,100061031,14.46,14.53,45207743,109,0016,,14,Combined Total,Y,,2019,F,33198,2571,1459,1141,391,2011,33240,8,57,2008,34819,2004,31110,2001,32172,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1532,5,Estimated,,,,,2048,2657,2728
44681507,,,1,,277620,1,30,W State St,W Green St EB,,,,Y,S Fulton St,,30,,,360016,277620011,0.52,0.59,45207743,109,0016,,14,Combined Total,Y,,2019,F,33198,2571,1459,1141,391,2011,33240,8,57,2008,34819,2004,31110,2001,32172,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1532,5,Estimated,,,,,2048,2657,2728
44681508,13,3,1,,100061,3,30,W State St,W Green St EB,,,,Y,S Fulton St,,30,,,360016,100061042,14.4,14.47,45207743,109,0016,,14,Combined Total,Y,,2019,F,33198,2571,1459,1141,391,2011,33240,8,57,2008,34819,2004,31110,2001,32172,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1532,5,Estimated,,,,,2048,2657,2728
44681509,34,3,1,,100309,4,30,W State St,W Green St EB,,,,Y,S Fulton St,,30,,,360016,100309042,12.53,12.59,45207743,109,0016,,14,Combined Total,Y,,2019,F,33198,2571,1459,1141,391,2011,33240,8,57,2008,34819,2004,31110,2001,32172,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1532,5,Estimated,,,,,2048,2657,2728
44681510,79,3,1,,100481,5,30,W State St,W Green St EB,,,,Y,S Fulton St,,30,,,360016,100481052,13.14,13.2,45207743,109,0016,,14,Combined Total,Y,,2019,F,33198,2571,1459,1141,391,2011,33240,8,57,2008,34819,2004,31110,2001,32172,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1532,5,Estimated,,,,,2048,2657,2728
44681511,96,3,1,,100760,2,30,W State St,W Green St EB,,,,Y,S Fulton St,,30,,,360016,100760022,12.53,12.59,45207743,109,0016,,14,Combined Total,Y,,2019,F,33198,2571,1459,1141,391,2011,33240,8,57,2008,34819,2004,31110,2001,32172,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1532,5,Estimated,,,,,2048,2657,2728
44684511, , ,1, ,138895,1,30,AUBURN ST,NY 13, , , , ,DEY ST, ,30, ,,361210,138895011,0,0.26,45323331,109,1210,,16,Combined Total,Y,,2019,F,2304,263,151,55,0,2018,2310,11,57,2014,2354,,,,,2014,14,2,2,0,1,85,12,0,2,1,0,0,2019,2014,30,18,21,25,0,0,13.07251072,59.18663025,0,55,2,Actual,,,,,114,140,138
44684793, , ,1, ,138871,1,30,CHERRY ST,S MEADOW ST, ,2210640,362081B, ,CECIL A MALONE, ,0, ,,366033,138871011,0,0.42,45294612,109,6033,,19,Combined Total,Y,,2019,F,2751,256,165,121,28,2017,2824,9,65,2011,3360,2006,2722,2001,2822,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,149,5,Estimated,,,,,205,248,283
44686485, , ,1, ,139000,1,30,STONE QUARRY R,ALBANY ST, , , , ,SPENCER RD, ,30,Y,,362039,139000011,0.88,1.31,45294539,109,2039,,17,Combined Total,Y,Y,2019,F,2344,282,186,79,11,2017,2357,12,66,2008,3065,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,90,4,Estimated,,,,,280,304,399
44687901, , ,1, ,138273,1,30,JUDD FALLS,CITY LN, , , , ,MAPLE AVE, ,30, ,,362035,138273011,0,0.45,45323364,009,6075,,17,Combined Total,Y,,2019,F,2433,210,131,181,1,2018,2440,9,62,2014,2359,2011,2415,2008,3448,2014,21,7,7,0,2,77,14,5,3,1,0,0,2019,2014,30,26,28,33,0,0,13.07251072,59.18663025,0,182,7,Actual,,,,,124,184,152
44687937, , ,1, ,277619,1,30,NY13 SB No Fulton St,S AURORA ST, , , ,Y,GREEN ST - NY79, ,30,Y,,361214,277619011,0,0.76,45294537,051,8144,,14,Combined Total,Y,Y,2019,F,5966,541,541,284,84,2017,5968,9,100,,,,,,,2017,23,6,5,1,0,77,17,2,3,1,0,0,2019,2017,30,27,28,34,0,0,13.07251072,59.18663025,0,368,6,Actual,,,,,316,380,388
44688584,96,3,1, ,100760,2,30,ITHACA CL / ITHACA TL,CR 142 - PERRY CITY RD, , , , , , ,55, ,,360467,100760021,14.08,18.81,45266980,119,6136,,16,Combined Total,Y,,2019,F,8284,714,476,229,131,2016,8350,9,67,2010,9107,2006,8845,2005,8450,2016,20,4,3,2,1,80,15,1,2,1,0,0,2019,2016,55,52,53,58,33,1,13.07251072,59.18663025,0,360,4,Actual,,,,,455,476,612
44688711, , ,1, ,139004,1,30,UNIVERSITY AVE,WILLARD WAY, , , , ,STEWART AVE, ,30, ,,364038,139004011,0.69,0.79,45267061,103,5588,,17,Combined Total,Y,,2019,A,2974,264,143,57,0,2019,2974,9,54,2016,2565,2010,3090,,,2016,9,2,2,0,0,90,8,1,1,1,0,0,2019,2016,30,19,22,25,0,0,13.07251072,59.18663025,0,57,2,Estimated,,,,,151,246,287
44688987, , ,1, ,138238,1,40,WARREN RD,CALDWELL RD, ,3047450, , ,FOREST HOME DR, ,25, ,,366046,138238011,0.53,0.69,45294615,033,0061,,16,Combined Total,Y,,2019,F,4325,470,258,82,0,2017,4348,11,55,2011,4262,2008,4635,2001,4411,2017,14,2,2,0,1,85,12,0,2,1,0,0,2019,2017,25,16,15,23,0,0,11.33219433,58.65974808,0,82,2,Actual,,,,,310,255,354
44690306,13,3,1, ,100061,3,30,CITY OF ITHACA,NY 96B,6933022,1010350, ,Y,ELMIRA RD, ,30, ,,360004,100760021,10.78,12.38,45266926,109,0004,,14,Combined Total,Y,,2019,F,21775,1845,1045,725,325,2016,21785,8,57,2010,30317,2006,20844,2001,25427,2016,20,5,3,1,0,79,16,1,3,1,0,0,2019,2016,30,31,32,37,0,0,13.07251072,59.18663025,0,1050,5,Actual,,,,,1304,1768,1896
44690307,13,3,1, ,100061,3,30,CITY OF ITHACA,NY 96B,6933022,1010350, ,Y,ELMIRA RD, ,30, ,,360004,100309041,10.78,12.38,45266926,109,0004,,14,Combined Total,Y,,2019,F,21775,1845,1045,725,325,2016,21785,8,57,2010,30317,2006,20844,2001,25427,2016,20,5,3,1,0,79,16,1,3,1,0,0,2019,2016,30,31,32,37,0,0,13.07251072,59.18663025,0,1050,5,Actual,,,,,1304,1768,1896
44690308,13,3,1, ,100061,3,30,CITY OF ITHACA,NY 96B,6933022,1010350, ,Y,ELMIRA RD, ,30, ,,360004,100061031,12.75,14.35,45266926,109,0004,,14,Combined Total,Y,,2019,F,21775,1845,1045,725,325,2016,21785,8,57,2010,30317,2006,20844,2001,25427,2016,20,5,3,1,0,79,16,1,3,1,0,0,2019,2016,30,31,32,37,0,0,13.07251072,59.18663025,0,1050,5,Actual,,,,,1304,1768,1896
44690548, ,5,1, ,137834,1,30,Ellis Hollow Rd,Stevenson Rd, , , , ,Game Farm Rd,CR173,, ,,368804,137834011,0,0.8,45323494,109,8804,,17,Combined Total,Y,,2019,F,1627,170,104,51,5,2018,1631,10,61,2014,1707,2011,1347,,,2018,21,3,3,0,2,77,18,1,3,1,1,0,2019,2018,30,42,47,53,8,0,13.07251072,59.18663025,0,56,3,Actual,,,,,135,104,164
44690938, , ,1, ,139001,1,30,ALBANY ST,CAYUGA ST, , , , ,SPENCER ST W, ,30, ,,364031,139001011,0,0.25,45267043,109,4031,,17,Combined Total,Y,,2019,A,8813,784,525,216,6,2019,8813,9,67,2016,7578,2010,5243,,,2019,14,3,2,0,0,86,11,0,2,1,0,0,2019,2019,30,29,30,34,0,0,13.07251072,59.18663025,0,222,3,Actual,,,,,548,615,810
44691853, , ,1, ,139004,1,30,STATE ST,SOUTH AVE, ,2210570, , ,STEWART AVE, ,30, ,,366027,139004011,0,0.38,45294600,109,6027,,17,Combined Total,Y,,2019,F,6184,542,335,279,2,2017,6218,9,62,2011,6592,2008,6497,2001,5726,2017,15,5,5,0,0,85,11,3,2,1,0,0,2019,2017,30,23,26,31,0,0,13.07251072,59.18663025,0,281,5,Actual,,,,,340,558,609
44692087, , ,1, ,138216,1,30,NY 366,FOREST HOME DR, , , , ,CALDWELL RD, ,0, ,,361203,138216011,0,0.41,45323325,109,1203,,16,Combined Total,Y,,2019,F,4004,418,239,61,0,2018,4015,10,57,2015,3953,2009,3891,,,2015,13,2,2,0,1,86,12,0,1,1,0,0,2019,2015,30,22,24,29,0,0,13.07251072,59.18663025,0,61,2,Actual,,,,,250,274,353
44692459,89,3,1, ,100499,1,40,ITHACA CL / ITHACA TL,TAUGHANNOCK FALLS PARK, ,1034280, , , , ,55, ,,360460,100499011,1.62,9.3,45323289,109,0460,,7,Combined Total,Y,,2019,F,4527,430,315,188,33,2018,4520,9,73,2014,6092,2011,4301,2006,3217,2018,22,5,4,1,0,78,17,1,3,1,0,0,2019,2018,55,56,56,62,60,4,11.33219433,58.65974808,0,221,5,Actual,,,,,388,246,376
44692686, , ,1, ,138228,1,30,BOSTWICK RD,POOLE RD, , , , ,CULVER RD, ,0, ,,362218,138228011,0,1.37,45205558,109,2218,,9,Combined Total,Y,,2019,F,189,21,13,8,2,2010,195,11,64,2005,186,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,10,6,Estimated,,,,,12,16,22
44692946, , ,1, ,138957,1,30,WILLOW AVE,SECOND ST, ,2210500, , ,MADISON ST, ,0, ,,366021,138957011,0,0.14,45207757,109,6021,,19,Combined Total,Y,,2019,A,412,44,26,18,4,2019,412,11,60,2011,446,2001,347,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,22,5,Estimated,,,,,42,31,45
44693871,13,3,1, ,100760,2,30,RT 79 WB WEST SENECA ST,END NY 13/NY 34/NY 96 OLAP/N,2014028, , ,Y,N Meadow St, ,30, ,,360023,100760021,12.62,12.68,45205528,109,0023,,14,Combined Total,Y,,2019,F,40221,2947,1580,1382,473,2010,40278,7,54,2007,44151,2004,38441,2001,36844,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1855,5,Estimated,,,,,2729,3123,3243
44693872,13,3,1, ,100309,4,30,RT 79 WB WEST SENECA ST,END NY 13/NY 34/NY 96 OLAP/N,2014028, , ,Y,N Meadow St, ,30, ,,360023,100309041,12.62,12.68,45205528,109,0023,,14,Combined Total,Y,,2019,F,40221,2947,1580,1382,473,2010,40278,7,54,2007,44151,2004,38441,2001,36844,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1855,5,Estimated,,,,,2729,3123,3243
44693873,13,3,1, ,100061,3,30,RT 79 WB WEST SENECA ST,END NY 13/NY 34/NY 96 OLAP/N,2014028, , ,Y,N Meadow St, ,30, ,,360023,100061031,14.59,14.65,45205528,109,0023,,14,Combined Total,Y,,2019,F,40221,2947,1580,1382,473,2010,40278,7,54,2007,44151,2004,38441,2001,36844,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1855,5,Estimated,,,,,2729,3123,3243
44693874,,,,,277620,1,30,West Buffalo St,West Seneca St,2014028,,,Y,N Fulton St,,30,,,360023,277620011,0.4,0.46,45205528,109,0023,,14,Combined Total,Y,,2019,F,40221,2947,1580,1382,473,2010,40278,7,54,2007,44151,2004,38441,2001,36844,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1855,5,Estimated,,,,,2729,3123,3243
44693875,,3,,,100061,3,30,West Buffalo St,West Seneca St,2014028,,,Y,N Fulton St,,30,,,360023,100061032,14.53,14.59,45205528,109,0023,,14,Combined Total,Y,,2019,F,40221,2947,1580,1382,473,2010,40278,7,54,2007,44151,2004,38441,2001,36844,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1855,5,Estimated,,,,,2729,3123,3243
44693876,,3,,,100309,4,30,West Buffalo St,West Seneca St,2014028,,,Y,N Fulton St,,30,,,360023,100309042,12.65,12.71,45205528,109,0023,,14,Combined Total,Y,,2019,F,40221,2947,1580,1382,473,2010,40278,7,54,2007,44151,2004,38441,2001,36844,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1855,5,Estimated,,,,,2729,3123,3243
44693877,,3,,,100760,2,30,West Buffalo St,West Seneca St,2014028,,,Y,N Fulton St,,30,,,360023,100760022,12.65,12.71,45205528,109,0023,,14,Combined Total,Y,,2019,F,40221,2947,1580,1382,473,2010,40278,7,54,2007,44151,2004,38441,2001,36844,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1855,5,Estimated,,,,,2729,3123,3243
44694134, , ,1, ,138890,1,30,N FULTON ST,N MEADOW ST, , , , ,W COURT ST, ,30, ,,364010,138890011,0,0.11,45294564,109,4010,,16,Combined Total,Y,,2019,F,1477,160,131,52,9,2017,1485,11,82,2009,1701,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,61,4,Estimated,,,,,77,108,120
44694811,96B,3,1, ,100759,2,30,CR 179/WEST KING RD,CITY OF ITHACA, , , , , , ,50, ,,360001,100759021,8.5,10.13,45218634,109,0001,,16,Combined Total,Y,,2019,A,7870,712,539,290,46,2019,7870,9,76,2014,12305,2011,7943,2006,8618,2006,,4,4,1,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,336,4,Actual,,,,,508,541,659
44694992, ,5,1, ,137834,1,30,Ellis Hollow Rd,Stevenson Rd, , , , ,Game Farm Rd,CR173,, ,,368804,137834011,0,0.8,45323494,109,8804,,17,Combined Total,Y,,2019,F,1627,170,104,51,5,2018,1631,10,61,2014,1707,2011,1347,,,2018,21,3,3,0,2,77,18,1,3,1,1,0,2019,2018,30,42,47,53,8,0,13.07251072,59.18663025,0,56,3,Actual,,,,,110,104,150
44699072, , ,1, ,138870,1,30,E GREEN ST,W STATE ST, , , , ,S CAYUGA ST, ,30,Y,,364006,138870011,0.44,0.55,45323382,093,3905,,16,Combined Total,Y,Y,2019,F,7901,669,669,230,4,2018,7922,8,100,2015,5482,2009,8491,,,2015,11,3,3,0,1,88,8,1,1,1,0,0,2019,2015,30,14,11,18,0,0,13.07251072,59.18663025,0,234,3,Estimated,,,,,290,416,495
44699796, , ,1, ,138234,1,30,POOLE RD,VALLEY VIEW rd, , , , ,ELM ST EXT, ,0, ,,362211,138234011,0,0.98,45205552,109,2211,,9,Combined Total,Y,,2019,F,297,31,19,13,4,2010,306,11,61,2009,332,2004,367,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,17,6,Estimated,,,,,19,23,33
44700567, , ,1, ,300483,1,30,S MEADOW ST,S FULTON ST, , , , ,W STATE ST, ,0, ,,364033,300483011,0.48,0.59,45267049,109,4033,,16,Combined Total,Y,,2019,F,8588,724,570,313,17,2016,8656,8,79,2010,8630,,,,,2016,16,4,4,0,1,84,12,1,2,1,0,0,2019,2016,30,18,22,27,0,0,13.07251072,59.18663025,0,330,4,Actual,,,,,428,540,595
44702922, , ,1, ,138664,1,30,HIGHLAND RD,HIGHGATE RD, , , , ,THE PARKWAY, ,0, ,,365009,138664011,0,1.02,45239285,109,5009,,19,Combined Total,Y,,2019,F,191,18,12,8,2,2015,201,10,67,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,10,5,Estimated,,,,,21,17,19
44704525, , ,1, ,300483,1,30,S ALBANY ST,S MEADOW ST, , , , ,W STATE ST, ,30, ,,364034,300483011,0.14,0.48,45267052,109,4034,,17,Combined Total,Y,,2019,F,3141,296,158,106,14,2016,3167,9,53,2010,3642,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,120,4,Estimated,,,,,123,218,199
44704603,13,3,1, ,100309,4,30,NY 96B,NY 79/W GREEN ST EB,2015016, , ,Y,S Meadow St, ,30,,,360003,100309041,12.38,12.49,45218637,109,0003,,14,Combined Total,Y,Y,2019,F,35829,2813,1609,929,533,2014,35857,8,57,2011,32003,2007,36932,2004,29770,2014,4,4,3,1,0,96,0,0,3,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,1462,4,Actual,,,,,2177,2795,2791
44704604,13,3,1, ,100760,2,30,NY 96B,NY 79/W GREEN ST EB,2015016, , ,Y,S Meadow St, ,30,,,360003,100760021,12.38,12.49,45218637,109,0003,,14,Combined Total,Y,Y,2019,F,35829,2813,1609,929,533,2014,35857,8,57,2011,32003,2007,36932,2004,29770,2014,4,4,3,1,0,96,0,0,3,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,1462,4,Actual,,,,,2177,2795,2791
44704605,13,3,1, ,100061,3,30,NY 96B,NY 79/W GREEN ST EB,2015016, , ,Y,S Meadow St, ,30,,,360003,100061031,14.35,14.46,45218637,109,0003,,14,Combined Total,Y,Y,2019,F,35829,2813,1609,929,533,2014,35857,8,57,2011,32003,2007,36932,2004,29770,2014,4,4,3,1,0,96,0,0,3,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,1462,4,Actual,,,,,2177,2795,2791
44704606,,,1,,277620,1,30,NY 79/W Green St EB,NY 96B,2015016,,,y,S Fulton St,,30,,,360003,277620012,0.59,0.73,45218637,109,0003,,14,Combined Total,Y,Y,2019,F,35829,2813,1609,929,533,2014,35857,8,57,2011,32003,2007,36932,2004,29770,2014,4,4,3,1,0,96,0,0,3,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,1462,4,Actual,,,,,2177,2795,2791
44704607,13,3,1,,100061,3,30,NY 79/W Green St EB,NY 96B,2015016,,,y,S Fulton St,,30,,,360003,100061032,14.26,14.4,45218637,109,0003,,14,Combined Total,Y,Y,2019,F,35829,2813,1609,929,533,2014,35857,8,57,2011,32003,2007,36932,2004,29770,2014,4,4,3,1,0,96,0,0,3,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,1462,4,Actual,,,,,2177,2795,2791
